 Year  Month  DWT_CONV_CFLUX_GRC (PgC/month)  DWT_CONV_CFLUX_DRIBBLED (PgC/month)  ER (PgC/month)  GPP (PgC/month)  HR (PgC/month)  LAND_UPTAKE (PgC/month)  LAND_USE_FLUX (PgC/month)  NBP (PgC/month)  NEE (PgC/month)  NEP (PgC/month)  NPP (PgC/month)  PFT_FIRE_CLOSS (PgC/month)  WOOD_HARVESTC (PgC/month)  WOODC_ALLOC (PgC/month)  WOODC_LOSS (PgC/month)       PBOT (Pa)       PCO2 (Pa)      XCO2 (ppm)    QBOT (kg/kg)        TBOT (K)  TOTECOSYSC (PgC)   TOTSOMC (PgC)   TOTLITC (PgC)   TOTVEGC (PgC)  TOTVEGC_ABG (PgC)     WOODC (PgC)  SFCO2 (PgC/month)  SFCO2_FFF (PgC/month)  SFCO2_LND (PgC/month)  SFCO2_OCN (PgC/month)     TMCO2 (PgC)  TMCO2_FFF (PgC)  TMCO2_LND (PgC)  TMCO2_OCN (PgC)      TREFHT (K)  PRECC (mm/month)  PRECL (mm/month)  PRECSC (mm/month)  PRECSL (mm/month)  PRECIP (mm/month)
 2015      1                 +4.86892767e-02                      +0.00000000e+00 +1.06949586e+01  +1.06115088e+01 +3.45499136e+00          +7.01074443e-01            +1.50490295e-01  -8.52394069e-01  +8.51564919e-01  -8.34496922e-02  +3.37154133e+00             +5.64202107e-01            +8.39982088e-02          +7.66452321e-01         +1.01547428e+00 +9.27750391e+04 +3.85744171e+01 +4.19817352e+02 +5.99694578e-03 +2.76830261e+02   +2.84858740e+03 +1.91538843e+03 +2.80224876e+01 +7.65448181e+02    +4.66951172e+02 +5.74882690e+02    +1.95123871e+01        +1.13248322e+01        +1.07104499e+01        -2.52289504e+00 +1.07691036e+04  +1.07651321e+04  +1.07647225e+04  +1.07580480e+04 +2.86001389e+02   +4.05756217e+01   +5.37623545e+01    +1.24271500e-01    +7.34699520e+00    +1.01809243e+02
 2015      2                 +4.38330155e-02                      +0.00000000e+00 +9.48563679e+00  +9.30985115e+00 +2.97115295e+00          +7.25305812e-01            +1.35625249e-01  -8.61718810e-01  +8.60931052e-01  -1.75785073e-01  +2.79536731e+00             +5.10831774e-01            +7.57447780e-02          +7.04531261e-01         +9.09922153e-01 +9.27555000e+04 +3.87790184e+01 +4.22156067e+02 +6.03085058e-03 +2.76766357e+02   +2.84786499e+03 +1.91542615e+03 +2.82255421e+01 +7.64383728e+02    +4.66617554e+02 +5.74602966e+02    +1.91365014e+01        +9.90927591e+00        +1.08257573e+01        -1.59853176e+00 +1.07888613e+04  +1.07758741e+04  +1.07757403e+04  +1.07560458e+04 +2.86044882e+02   +3.74643611e+01   +4.78626228e+01    +8.01436289e-02    +6.71342265e+00    +9.21205502e+01
 2015      3                 +4.83640101e-02                      +0.00000000e+00 +1.10368535e+01  +1.05104469e+01 +3.57695624e+00          +7.72416539e-01            +1.49817619e-01  -9.23138205e-01  +9.22234072e-01  -5.26405505e-01  +3.05055085e+00             +2.16905495e-01            +8.37298787e-02          +8.47508233e-01         +1.00469669e+00 +9.26053359e+04 +3.87159309e+01 +4.22711365e+02 +6.85129175e-03 +2.78755219e+02   +2.84714160e+03 +1.91548096e+03 +2.81705589e+01 +7.63563477e+02    +4.66372162e+02 +5.74357849e+02    +2.04684307e+01        +1.04807696e+01        +1.15966109e+01        -1.60894982e+00 +1.08082815e+04  +1.07861781e+04  +1.07864270e+04  +1.07544753e+04 +2.86635498e+02   +4.21904410e+01   +5.06834833e+01    +1.01228560e-01    +7.43537687e+00    +1.00410530e+02
 2015      4                 +4.66877967e-02                      +0.00000000e+00 +1.14465022e+01  +1.13446220e+01 +3.94836840e+00          +2.68546803e-01            +1.44695973e-01  -4.14106371e-01  +4.13242785e-01  -1.01877630e-01  +3.84649056e+00             +1.41301201e-01            +8.09939958e-02          +1.11621033e+00         +9.67063544e-01 +9.25025938e+04 +3.87694702e+01 +4.24061615e+02 +7.28372438e-03 +2.80905670e+02   +2.84639038e+03 +1.91557898e+03 +2.75481377e+01 +7.63313843e+02    +4.66254730e+02 +5.74290894e+02    +1.31106805e+01        +9.74063585e+00        +5.19631160e+00        -1.82626700e+00 +1.08263366e+04  +1.07963901e+04  +1.07959353e+04  +1.07528102e+04 +2.87346351e+02   +4.16427340e+01   +4.81378997e+01    +1.50736786e-01    +7.53721210e+00    +9.74685826e+01
 2015      5                 +4.82824139e-02                      +0.00000000e+00 +1.31936796e+01  +1.43411201e+01 +4.62167131e+00          -1.02990189e+00            +1.49379378e-01  +8.79730451e-01  -8.80522605e-01  +1.14744194e+00  +5.76911271e+00             +1.06520131e-01            +8.37693399e-02          +1.67798661e+00         +9.79564883e-01 +9.26108281e+04 +3.87800484e+01 +4.24081360e+02 +7.86863733e-03 +2.84035919e+02   +2.84622412e+03 +1.91564856e+03 +2.63327370e+01 +7.64381409e+02    +4.66518799e+02 +5.74666016e+02    -4.07410061e+00        +9.75603923e+00        -1.10721099e+01        -2.75802986e+00 +1.08322019e+04  +1.08062405e+04  +1.07942494e+04  +1.07505110e+04 +2.88414765e+02   +4.32403043e+01   +5.27641424e+01    +1.43648459e-01    +6.37436444e+00    +1.02522460e+02
 2015      6                 +4.69669518e-02                      +0.00000000e+00 +1.41337118e+01  +1.79570576e+01 +4.69635140e+00          -3.71825452e+00            +1.44637958e-01  +3.57296732e+00  -3.57361649e+00  +3.82334521e+00  +8.51969662e+00             +9.91983414e-02            +8.12360355e-02          +1.69917682e+00         +9.45959712e-01 +9.24701953e+04 +3.83382187e+01 +4.20379456e+02 +8.59481655e-03 +2.86283630e+02   +2.84789307e+03 +1.91565540e+03 +2.51110840e+01 +7.67425781e+02    +4.67427887e+02 +5.75454285e+02    -3.83838014e+01        +9.36320202e+00        -4.49363548e+01        -2.81064870e+00 +1.08123468e+04  +1.08159059e+04  +1.07675766e+04  +1.07476634e+04 +2.88993645e+02   +4.30763341e+01   +5.04360053e+01    +8.82554021e-02    +5.22949341e+00    +9.88300881e+01
 2015      7                 +4.91628818e-02                      +0.00000000e+00 +1.48747518e+01  +1.94237000e+01 +4.52922120e+00          -4.19905647e+00            +1.49907817e-01  +4.04854149e+00  -4.04914835e+00  +4.54894724e+00  +9.07816845e+00             +3.22024370e-01            +8.39715652e-02          +1.12857732e+00         +1.00173674e+00 +9.24510938e+04 +3.78223495e+01 +4.15227814e+02 +9.22082830e-03 +2.87748047e+02   +2.85190479e+03 +1.91540833e+03 +2.42932873e+01 +7.72608459e+02    +4.68960175e+02 +5.75832092e+02    -4.38344509e+01        +9.68174071e+00        -5.09159281e+01        -2.60026354e+00 +1.07652527e+04  +1.08255455e+04  +1.07135442e+04  +1.07449620e+04 +2.89446659e+02   +4.47019520e+01   +5.23881972e+01    +1.34204612e-01    +5.14475509e+00    +1.02369109e+02
 2015      8                 +4.97844400e-02                      +0.00000000e+00 +1.39170896e+01  +1.58967157e+01 +4.19195739e+00          -1.56836018e+00            +1.50339891e-01  +1.41741844e+00  -1.41802028e+00  +1.97962787e+00  +6.17158586e+00             +3.57340601e-01            +8.38985996e-02          +9.18910468e-01         +1.04109245e+00 +9.24751953e+04 +3.77576561e+01 +4.14195801e+02 +8.90109129e-03 +2.87315887e+02   +2.85461255e+03 +1.91508472e+03 +2.46003227e+01 +7.75355530e+02    +4.69779602e+02 +5.75766663e+02    -1.08343216e+01        +9.71298845e+00        -1.78308625e+01        -2.71644747e+00 +1.07380477e+04  +1.08353763e+04  +1.06791282e+04  +1.07423423e+04 +2.89210398e+02   +4.39887539e+01   +5.03186536e+01    +1.08609293e-01    +5.20735691e+00    +9.96233736e+01
 2015      9                 +4.86484437e-02                      +0.00000000e+00 +1.26786923e+01  +1.27405731e+01 +3.93875754e+00          +1.73073529e-01            +1.45783798e-01  -3.19459074e-01  +3.18857346e-01  +6.18800350e-02  +4.00063749e+00             +2.06292405e-01            +8.10886881e-02          +8.20370375e-01         +9.72582904e-01 +9.25497188e+04 +3.79505119e+01 +4.15480164e+02 +8.16147309e-03 +2.85898407e+02   +2.85517139e+03 +1.91484375e+03 +2.43921204e+01 +7.76344360e+02    +4.70165741e+02 +5.75539307e+02    +1.03490130e+01        +9.35753261e+00        +4.00946397e+00        -3.01798349e+00 +1.07389171e+04  +1.08450242e+04  +1.06732189e+04  +1.07394729e+04 +2.88692367e+02   +4.05243424e+01   +4.91511459e+01    +8.67327149e-02    +5.93063994e+00    +9.56928610e+01
 2015     10                 +5.05696426e-02                      +0.00000000e+00 +1.25689320e+01  +1.17367014e+01 +4.28322634e+00          +9.66483537e-01            +1.50772603e-01  -1.11791027e+00  +1.11725621e+00  -8.32230614e-01  +3.45099573e+00             +1.25443335e-01            +8.37377005e-02          +1.17269608e+00         +9.78335850e-01 +9.26017500e+04 +3.83546753e+01 +4.19044434e+02 +7.23798620e-03 +2.82899231e+02   +2.85439185e+03 +1.91478955e+03 +2.51111698e+01 +7.74928528e+02    +4.69794922e+02 +5.75490234e+02    +2.06581161e+01        +9.94359853e+00        +1.40489115e+01        -3.33439387e+00 +1.07569057e+04  +1.08547702e+04  +1.06846464e+04  +1.07362882e+04 +2.87689168e+02   +3.92575867e+01   +5.18933431e+01    +1.03345528e-01    +7.14722428e+00    +9.84014996e+01
 2015     11                 +4.89040110e-02                      +0.00000000e+00 +1.16053869e+01  +1.14672286e+01 +3.99054247e+00          +2.98985482e-01            +1.45727386e-01  -4.45396425e-01  +4.44712923e-01  -1.38156554e-01  +3.85238586e+00             +1.52645289e-01            +8.09547670e-02          +9.23011281e-01         +9.45654649e-01 +9.27005859e+04 +3.87072868e+01 +4.22121185e+02 +6.76082401e-03 +2.79802734e+02   +2.85375830e+03 +1.91504822e+03 +2.71759682e+01 +7.72022278e+02    +4.68652313e+02 +5.75611877e+02    +1.22688070e+01        +1.01209237e+01        +5.59203202e+00        -3.44414875e+00 +1.07736967e+04  +1.08649029e+04  +1.06946875e+04  +1.07329053e+04 +2.86617634e+02   +4.06559426e+01   +4.93080587e+01    +7.45972729e-02    +7.29249281e+00    +9.73310913e+01
